text,keywords
"blepharospasm (bl) is characterized by involuntary closures of the eyelids due to spasms of the orbicularis oculi muscle. the gold standard for clinical evaluation of bl involves visual inspection for manual rating scales. this approach is highly subjective and error prone. unfortunately, there are currently no simple quantitative systems for accurate and objective diagnostics of bl. here, we introduce a soft, flexible hybrid bioelectronic system that offers highly conformal, gentle lamination on the skin, while enabling wireless, quantitative detection of electrophysiological signals. computational and experimental studies of soft materials and flexible mechanics provide a set of key fundamental design factors for a low-profile bioelectronic system. the nanomembrane soft electrodes, mounted around the eyes, are capable of accurately measuring clinical symptoms, including the frequency of blinking, the duration of eye closures during spasms, as well as combinations of blinking and spasms. the use of a deep-learning, convolutional neural network, with the bioelectronics offers objective, real-time classification of key pathological features in bl. the wearable bioelectronics outperform the conventional manual clinical rating, as shown by a pilot study with 13 patients. in vivo demonstration of the bioelectronics with these patients indicates the device as an easy-to-use solution for objective quantification of bl.","['soft nanomembrane sensors', 'flexible hybrid bioelectronics', 'wireless quantification', 'blepharospasm']"
there is remarkable heterogeneity in clinical alzheimer's disease (ad) or vascular dementia (vad).,"['vascular dementia neuropsychological syndromes using white', 'gray neuroradiological parameters', 'dissociating statistically', 'determined alzheimer', 'disease']"
"in this paper, we tackle the problem of automatic classification of pulmonary peri-fissural nodules (pfns). the classification problem is formulated as a machine learning approach, where detected nodule candidates are classified as pfns or non-pfns. supervised learning is used, where a classifier is trained to label the detected nodule. the classification of the nodule in 3d is formulated as an ensemble of classifiers trained to recognize pfns based on 2d views of the nodule. in order to describe nodule morphology in 2d views, we use the output of a pre-trained convolutional neural network known as overfeat. we compare our approach with a recently presented descriptor of pulmonary nodule morphology, namely bag of frequencies, and illustrate the advantages offered by the two strategies, achieving performance of auc = 0.868, which is close to the one of human experts.","['convolutional neural network', 'computed tomography using', 'pulmonary peri', 'fissural nodules', 'automatic classification', '2d views', 'ensemble', 'box']"
"we developed a hybrid deep learning model (hdlm) algorithm that quantitatively predicts macular ganglion cell-inner plexiform layer (mgcipl) thickness from red-free retinal nerve fiber layer photographs (rnflps). a total of 789 pairs of rnflps and spectral domain-optical coherence tomography (sd-oct) scans for 431 eyes of 259 participants (183 eyes of 114 healthy controls, 68 eyes of 46 glaucoma suspects, and 180 eyes of 99 glaucoma patients) were enrolled. an hdlm was built by combining a pre-trained deep learning network and support vector machine. the correlation coefficient and mean absolute error (mae) between the predicted and measured mgcipl thicknesses were calculated. the measured (oct-based) and predicted (hdlm-based) average mgcipl thicknesses were 73.96\u2009±\u20098.81\u2009µm and 73.92\u2009±\u20097.36\u2009µm, respectively (p\u2009=\u20090.844). the predicted mgcipl thickness showed a strong correlation and good agreement with the measured mgcipl thickness (correlation coefficient r\u2009=\u20090.739; p\u2009<\u20090.001; mae\u2009=\u20094.76\u2009µm). even when the peripapillary area (diameter: 1.5 disc diameters) was masked, the correlation (r\u2009=\u20090.713; p\u2009<\u20090.001) and agreement (mae\u2009=\u20094.87\u2009µm) were not changed significantly (p\u2009=\u20090.378 and 0.724, respectively). the trained hdlm algorithm showed a great capability for mgcipl thickness prediction from rnflps.","['free fundus photography using hybrid deep learning model', 'inner plexiform layer thickness prediction', 'macular ganglion cell', 'red']"
"brain responses to discrete short sounds have been studied intensively using the event-related potential (erp) method, in which the electroencephalogram (eeg) signal is divided into epochs time-locked to stimuli of interest. here we introduce and apply a novel technique which enables one to isolate erps in human elicited by continuous music. the erps were recorded during listening to a tango nuevo piece, a deep techno track and an acoustic lullaby. acoustic features related to timbre, harmony, and dynamics of the audio signal were computationally extracted from the musical pieces. negative deflation occurring around 100 milliseconds after the stimulus onset (n100) and positive deflation occurring around 200 milliseconds after the stimulus onset (p200) erp responses to peak changes in the acoustic features were distinguishable and were often largest for tango nuevo. in addition to large changes in these musical features, long phases of low values that precede a rapid increase - and that we will call preceding low-feature phases - followed by a rapid increase enhanced the amplitudes of n100 and p200 responses. these erp responses resembled those to simpler sounds, making it possible to utilize the tradition of erp research with naturalistic paradigms.","['related brain responses', 'entire pieces', 'music', 'listening', 'event']"
"medical parasitology education has been facing some difficulties, because it is a course of wide range, lacking clinical cases and concerned specimens of parasites currently. in addition, its relationship with life is not closely enough. all these reasons may impact the effect of class education negatively. therefore, it is important to increase the vitality of parasitology education and diversify the instructional mode by using the resources from internet. in recent years, the discovery channel has uploaded a documentary monsters inside me online. this documentary is high professional and closely linked with parasitology. it maintains numbers of clinical cases about parasitic diseases. each episode is about 3 minutes and shortly enough to be introduced into class teaching. however, this resource has not been fully used in domestic temporally. we found that direct introduction of the documentary into class teaching can enrich teaching forms to attract learning interest of students, and finally improve the teaching effect of class. above that, another popular documentary a bite of china involves many related knowledge points of parasitology. the appropriate usage of the knowledge can build up close linkage between book and life, which is extremely helpful to give students a deep impression of parasitology. in brief, it is our strong recommendation to introduce the documentary monsters inside me into class.","['parasitology class teaching ].', 'parasite', 'experiences', 'documentaries', 'bite', 'application']"
"functional and structural alterations in brain connectivity associated with brain ischemia have been extensively studied. however, the mechanism whereby local ischemia in deep brain region affect brain functions is still unknown. here, we first established a mini-stroke model by infusion of endothelin-1 (et-1) into the dorsal hippocampus or the lateral amygdala, and then investigated how these mini-infarcts affected brain functions associated with these regions. we found that rats with et-1 infusion showed deficit in recall of contextual fear memory, but not in learning process and recall of tone fear memory. in novel object task, et-1 in the hippocampus also eliminated object identity memory. et-1 in the lateral amygdale affected acquisition of fear conditioning and disrupted retention of tone-conditioned fear, but did not impair retention of contextual fear. these findings suggest that et-1-induced mini-infarct in deep brain area leads to functional deficits in learning and memory associated with these regions.","['lateral amygdala results', 'induced mini', 'dorsal hippocampus', 'stroke', 'memory', 'learning', 'endothelin', 'deficits', '1']"
"in this work, the human parsing task, namely decomposing a human image into semantic fashion/body regions, is formulated as an active template regression (atr) problem, where the normalized mask of each fashion/body item is expressed as the linear combination of the learned mask templates, and then morphed to a more precise mask with the active shape parameters, including position, scale and visibility of each semantic region. the mask template coefficients and the active shape parameters together can generate the human parsing results, and are thus called the structure outputs for human parsing. the deep convolutional neural network (cnn) is utilized to build the end-to-end relation between the input human image and the structure outputs for human parsing. more specifically, the structure outputs are predicted by two separate networks. the first cnn network is with max-pooling, and designed to predict the template coefficients for each label mask, while the second cnn network is without max-pooling to preserve sensitivity to label mask position and accurately predict the active shape parameters. for a new image, the structure outputs of the two networks are fused to generate the probability of each label for each pixel, and super-pixel smoothing is finally used to refine the human parsing result. comprehensive evaluations on a large dataset well demonstrate the significant superiority of the atr framework over other state-of-the-arts for human parsing. in particular, the f1-score reaches 64.38 percent by our atr framework, significantly higher than 44.76 percent based on the state-of-the-art algorithm [2","['deep human parsing', 'active template regression']"
"to present the data available and discuss the progress, current advances and challenges of the initiatives, current policies and guidance implemented by the health and education ministries in brazil to target transformation of health teaching in order to improve the health care offered by the brazilian national health system.","['brazilian national health system', 'human resources', 'great challenge', 'health', 'orientation']"
"obesity has become a widespread health problem worldwide. the body mass index (bmi) is a simple and reliable index based on weight and height that is commonly used to identify and classify adults as underweight, normal, overweight (pre-obesity), or obese. in this paper, we propose a hybrid deep neural network for predicting the bmi of smartphone users, based only on the characteristics of body movement captured by the smartphone's built-in motion sensors without any other sensitive data. the proposed deep learning model consists of four major modules: a transformation module for data preprocessing, a convolution module for extracting spatial features, a long short-term memory (lstm) module for exploring temporal dependency, and a fully connected module for regression. we define motion entropy (men), which is a measure of the regularity and complexity of the motion sensor, and propose a novel men-based filtering strategy to select parts of sensor data that met certain thresholds for training the model. we evaluate this model using two public datasets in comparison with baseline conventional feature-based methods using leave-one-subject-out (loso) cross-validation. experimental results show that the proposed model with the men-based filtering strategy outperforms the baseline approaches significantly. the results also show that jogging may be a more suitable activity of daily living (adl) for bmi prediction than walking and walking upstairs. we believe that the conclusions of this study will help to develop a long-term remote health monitoring system.","['body mass index', 'using motion sensors', 'smartphone users', 'motion', 'predict', 'bmi']"
"to carry out the comparative analysis of early and midterm results of no-touch aorta multivessel small thoracotomy coronary artery bypass grafting (mvst cabg), conventional off-pump (opcabg) and on-pump cabg (oncabg).","['touch aorta multivessel small thoracotomy coronary artery bypass grafting', 'propensity score', 'midterm results', 'matched study', 'early']"
"understanding behavior is the first step to truly understanding neural mechanisms in the brain that drive it. traditional behavioral analysis methods often do not capture the richness inherent to the natural behavior. here, we provide detailed step-by-step instructions with visualizations of our recent methodology, deepbehavior. the deepbehavior toolbox uses deep learning frameworks built with convolutional neural networks to rapidly process and analyze behavioral videos. this protocol demonstrates three different frameworks for single object detection, multiple object detection, and three-dimensional (3d) human joint pose tracking. these frameworks return cartesian coordinates of the object of interest for each frame of the behavior video. data collected from the deepbehavior toolbox contain much more detail than traditional behavior analysis methods and provides detailed insights to the behavior dynamics. deepbehavior quantifies behavior tasks in a robust, automated, and precise way. following the identification of behavior, post-processing code is provided to extract information and visualizations from the behavioral videos.","['deep learning toolbox', 'automated behavior analysis', 'step implementation', 'step', 'deepbehavior']"
this study aims to establish a model to analyze clinical experience of tcm veteran doctors. we propose an ensemble learning based framework to analyze clinical records with icd-10 labels information for effective diagnosis and acupoints recommendation.,"['traditional chinese medicine data analysis', 'ensemble learning based framework', '10 labels', 'icd']"
"recent advances in training deep (multi-layer) architectures have inspired a renaissance in neural network use. for example, deep convolutional networks are becoming the default option for difficult tasks on large datasets, such as image and speech recognition. however, here we show that error rates below 1% on the mnist handwritten digit benchmark can be replicated with shallow non-convolutional neural networks. this is achieved by training such networks using the 'extreme learning machine' (elm) approach, which also enables a very rapid training time (∼ 10 minutes). adding distortions, as is common practise for mnist, reduces error rates even further. our methods are also shown to be capable of achieving less than 5.5% error rates on the norb image database. to achieve these results, we introduce several enhancements to the standard elm algorithm, which individually and in combination can significantly improve performance. the main innovation is to ensure each hidden-unit operates only on a randomly sized and positioned patch of each image. this form of random 'receptive field' sampling of the input ensures the input weight matrix is sparse, with about 90% of weights equal to zero. furthermore, combining our methods with a small number of iterations of a single-batch backpropagation method can significantly reduce the number of hidden-units required to achieve a particular performance. our close to state-of-the-art results for mnist and norb suggest that the ease of use and accuracy of the elm algorithm for designing a single-hidden-layer neural network classifier should cause it to be given greater consideration either as a standalone method for simpler problems, or as the final classification stage in deep neural networks applied to more difficult problems.","['training shallow neural network classifiers', 'accurate handwritten digit classification', 'extreme learning machine', 'simple', 'fast', 'algorithm']"
"feature selection is a critical step in deformable image registration. in particular, selecting the most discriminative features that accurately and concisely describe complex morphological patterns in image patches improves correspondence detection, which in turn improves image registration accuracy. furthermore, since more and more imaging modalities are being invented to better identify morphological changes in medical imaging data, the development of deformable image registration method that scales well to new image modalities or new image applications with little to no human intervention would have a significant impact on the medical image analysis community. to address these concerns, a learning-based image registration framework is proposed that uses deep learning to discover compact and highly discriminative features upon observed imaging data. specifically, the proposed feature selection method uses a convolutional stacked autoencoder to identify intrinsic deep feature representations in image patches. since deep learning is an unsupervised learning method, no ground truth label knowledge is required. this makes the proposed feature selection method more flexible to new imaging modalities since feature representations can be directly learned from the observed imaging data in a very short amount of time. using the loni and adni imaging datasets, image registration performance was compared to two existing state-of-the-art deformable image registration methods that use handcrafted features. to demonstrate the scalability of the proposed image registration framework, image registration experiments were conducted on 7.0-t brain mr images. in all experiments, the results showed that the new image registration framework consistently demonstrated more accurate registration results when compared to state of the art.","['unsupervised deep feature representations learning', 'performance image registration framework', 'scalable high']"
"small-angle x-ray scattering (saxs) method is widely used in investigating protein structures in solution, but high-quality 3d model reconstructions are challenging. we present a new algorithm based on a deep learning method for model reconstruction from saxs data. an auto-encoder for protein 3d models was trained to compress 3d shape information into vectors of a 200-dimensional latent space, and the vectors are optimized using genetic algorithms to build 3d models that are consistent with the scattering data. the program has been tested with experimental saxs data, demonstrating the capacity and robustness of accurate model reconstruction. furthermore, the model size information can be optimized using this algorithm, enhancing the automation in model reconstruction directly from saxs data. the program was implemented using python with the tensorflow framework, with source code and webserver available from http://liulab.csrc.ac.cn/decodesaxs.","['ray scattering data using deep learning methods', 'model reconstruction', 'angle x', 'small']"
"high-fidelity simulation-based training is often avoided for early-stage students because of the assumption that while practicing newly learned skills, they are ill suited to processing multiple demands, which can lead to ""cognitive overload"" and poorer learning outcomes. we tested this assumption using a mixed-methods experimental design manipulating psychological immersion.","['methods comparison trial using eye', 'level paramedicine students', 'difficulty rating scales', 'continuous heart rate', 'video observation', 'versus high', 'fidelity simulations', 'cognitive burden', 'tracking', 'performance', 'mixed', 'low', 'interviews', 'entry', 'effects']"
responsive neurostimulation decreases the frequency of disabling seizures when used as an adjunctive therapy in patients with medically refractory partial-onset seizures. the effect of long-term responsive neurostimulation on neuropsychological performance has not yet been established.,"['differential neuropsychological outcomes following targeted responsive neurostimulation', 'onset epilepsy', 'partial']"
"the cerebellum is involved in learning and memory of sensory motor skills. however, the way this process takes place in local microcircuits is still unclear. the initial proposal, casted into the motor learning theory, suggested that learning had to occur at the parallel fiber-purkinje cell synapse under supervision of climbing fibers. however, the uniqueness of this mechanism has been questioned, and multiple forms of long-term plasticity have been revealed at various locations in the cerebellar circuit, including synapses and neurons in the granular layer, molecular layer and deep-cerebellar nuclei. at present, more than 15 forms of plasticity have been reported. there has been a long debate on which plasticity is more relevant to specific aspects of learning, but this question turned out to be hard to answer using physiological analysis alone. recent experiments and models making use of closed-loop robotic simulations are revealing a radically new view: one single form of plasticity is insufficient, while altogether, the different forms of plasticity can explain the multiplicity of properties characterizing cerebellar learning. these include multi-rate acquisition and extinction, reversibility, self-scalability, and generalization. moreover, when the circuit embeds multiple forms of plasticity, it can easily cope with multiple behaviors endowing therefore the cerebellum with the properties needed to operate as an effective generalized forward controller.","['distributed circuit plasticity', 'new clues', 'cerebellar mechanisms', 'learning']"
"automatic segmentation of the prostate on magnetic resonance images (mri) has many applications in prostate cancer diagnosis and therapy. we proposed a deep fully convolutional neural network (cnn) to segment the prostate automatically. our deep cnn model is trained end-to-end in a single learning stage, which uses prostate mri and the corresponding ground truths as inputs. the learned cnn model can be used to make an inference for pixel-wise segmentation. experiments were performed on three data sets, which contain prostate mri of 140 patients. the proposed cnn model of prostate segmentation (psnet) obtained a mean dice similarity coefficient of [formula: see tex","['proposed model could yield satisfactory segmentation', 'manually labeled ground truth', 'experimental results show', 'convolutional neural network', 'prostate segmentation', 'mri based', 'prostate', 'mri', 'psnet', 'compared', ""'],""]"
"recent advances in machine learning, specifically in deep learning with neural networks, has made a profound impact on fields such as natural language processing, image classification, and language modeling; however, feasibility and potential benefits of the approaches to metagenomic data analysis has been largely under-explored. deep learning exploits many layers of learning nonlinear feature representations, typically in an unsupervised fashion, and recent results have shown outstanding generalization performance on previously unseen data. furthermore, some deep learning methods can also represent the structure in a data set. consequently, deep learning and neural networks may prove to be an appropriate approach for metagenomic data. to determine whether such approaches are indeed appropriate for metagenomics, we experiment with two deep learning methods: i) a deep belief network, and ii) a recursive neural network, the latter of which provides a tree representing the structure of the data. we compare these approaches to the standard multi-layer perceptron, which has been well-established in the machine learning community as a powerful prediction algorithm, though its presence is largely missing in metagenomics literature. we find that traditional neural networks can be quite powerful classifiers on metagenomic data compared to baseline methods, such as random forests. on the other hand, while the deep learning approaches did not result in improvements to the classification accuracy, they do provide the ability to learn hierarchical representations of a data set that standard classification methods do not allow. our goal in this effort is not to determine the best algorithm in terms accuracy-as that depends on the specific application-but rather to highlight the benefits and drawbacks of each of the approach we discuss and provide insight on how they can be improved for predictive metagenomic analysis.","['recursive neural networks', 'metagenomic classification', 'multi', 'layer']"
we investigate the clinical effectiveness of a novel deep learning-based noise reduction (nr) approach under noisy conditions with challenging noise types at low signal to noise ratio (snr) levels for mandarin-speaking cochlear implant (ci) recipients.,"['based noise reduction approach', 'improve speech intelligibility', 'cochlear implant recipients', 'deep learning']"
the aim of this implementation study is to describe nurses' experiences of supporting patient learning using the model called 'the challenge to take charge of life with long-term illness'.,"[""term illness ': nurses"", 'take charge', 'supporting patients', 'didactic model', 'long', 'life', 'learning', 'experiences', 'challenge']"
"knowledge of protein-ligand binding residues is important for understanding the functions of proteins and their interaction mechanisms. from experimentally solved protein structures, how to accurately identify its potential binding sites of a specific ligand on the protein is still a challenging problem. compared with structure-alignment-based methods, machine learning algorithms provide an alternative flexible solution which is less dependent on annotated homogeneous protein structures. several factors are important for an efficient protein-ligand prediction model, e.g. discriminative feature representation and effective learning architecture to deal with both the large-scale and severe imbalanced data.","['ligand binding residue prediction enhancement', 'hybrid deep heterogeneous learning', 'structure data', 'sequence', 'protein']"
"most existing approaches for rgb-d indoor scene labeling employ hand-crafted features for each modality independently and combine them in a heuristic manner. there has been some attempt on directly learning features from raw rgb-d data, but the performance is not satisfactory. in this paper, we propose an unsupervised joint feature learning and encoding (jfle) framework for rgb-d scene labeling. the main novelty of our learning framework lies in the joint optimization of feature learning and feature encoding in a coherent way, which significantly boosts the performance. by stacking basic learning structure, higher level features are derived and combined with lower level features for better representing rgb-d data. moreover, to explore the nonlinear intrinsic characteristic of data, we further propose a more general joint deep feature learning and encoding (jdfle) framework that introduces the nonlinear mapping into jfle. the experimental results on the benchmark nyu depth dataset show that our approaches achieve competitive performance, compared with the state-of-the-art methods, while our methods do not need complex feature handcrafting and feature combination and can be easily applied to other data sets.","['unsupervised joint feature learning', 'scene labeling', 'rgb', 'encoding']"
"to assess the value of exosomal mirnas as biomarkers for alzheimer disease (ad), the expression of micrornas was measured in a plasma fraction enriched in exosomes by differential centrifugation, using illumina deep sequencing. samples from 35 persons with a clinical diagnosis of ad dementia were compared to 35 age and sex matched controls. although these samples contained less than 0.1 microgram of total rna, deep sequencing gave reliable and informative results. twenty mirnas showed significant differences in the ad group in initial screening (mir-23b-3p, mir-24-3p, mir-29b-3p, mir-125b-5p, mir-138-5p, mir-139-5p, mir-141-3p, mir-150-5p, mir-152-3p, mir-185-5p, mir-338-3p, mir-342-3p, mir-342-5p, mir-548at-5p, mir-659-5p, mir-3065-5p, mir-3613-3p, mir-3916, mir-4772-3p, mir-5001-3p), many of which satisfied additional biological and statistical criteria, and among which a panel of seven mirnas were highly informative in a machine learning model for predicting ad status of individual samples with 83-89% accuracy. this performance is not due to over-fitting, because a) we used separate samples for training and testing, and b) similar performance was achieved when tested on technical replicate data. perhaps the most interesting single mirna was mir-342-3p, which was a) expressed in the ad group at about 60% of control levels, b) highly correlated with several of the other mirnas that were significantly down-regulated in ad, and c) was also reported to be down-regulated in ad in two previous studies. the findings warrant replication and follow-up with a larger cohort of patients and controls who have been carefully characterized in terms of cognitive and imaging data, other biomarkers (e.g., csf amyloid and tau levels) and risk factors (e.g., apoe4 status), and who are sampled repeatedly over time. integrating mirna expression data with other data is likely to provide informative and robust biomarkers in alzheimer disease.","['without alzheimer disease', 'plasma exosomal mirnas', 'altered expression', 'prospects', 'persons', 'biomarkers']"
"we demonstrate a new deep learning autoencoder network, trained by a nonnegativity constraint algorithm (nonnegativity-constrained autoencoder), that learns features that show part-based representation of data. the learning algorithm is based on constraining negative weights. the performance of the algorithm is assessed based on decomposing data into parts and its prediction performance is tested on three standard image data sets and one text data set. the results indicate that the nonnegativity constraint forces the autoencoder to learn features that amount to a part-based representation of data, while improving sparsity and reconstruction quality in comparison with the traditional sparse autoencoder and nonnegative matrix factorization. it is also shown that this newly acquired representation improves the prediction performance of a deep neural network.","['data using sparse autoencoders', 'nonnegativity constraints', 'deep learning', 'based representation', 'part']"
"mycophilic fungi of anamorphic genus sepedonium (telomorphs in hypomyces, hypocreales, ascomycota) infect and parasitize sporomata of boletes. the obligated hosts such as boletus edulis and allied species (known as ""porcini mushrooms"") are among the most valued and prized edible wild mushrooms in the world. sepedonium infections have a great morphological variability: at the initial state, contaminated mushrooms present a white coating covering tubes and pores; at the final state, sepedonium forms a deep and thick hyphal layer that eventually leads to the total necrosis of the host. up to date, sepedonium infections in porcini mushrooms have been evaluated only through macroscopic and microscopic visual analysis. in this study, in order to implement the infection evaluation as a routine methodology for industrial purposes, the potential application of hyperspectral imaging (hsi) and principal component analysis (pca) for detection of sepedonium presence on sliced and dried b. edulis and allied species was investigated. hyperspectral images were obtained using a pushbroom line-scanning hsi instrument, operating in the wavelength range between 400 and 1000 nm with 5 nm resolution. pca was applied on normal and contaminated samples. to reduce the spectral variability caused by factors unrelated to sepedonium infection, such as scattering effects and differences in sample height, different spectral pre-treatments were applied. a supervised rule was then developed to assign spectra recorded on new test samples to each of the two classes, based on the pc scores. this allowed to visualize directly - within false-color images of test samples - which points of the samples were contaminated. the results achieved may lead to the development of a non-destructive monitoring system for a rapid on-line screening of contaminated mushrooms.","['dried porcini mushrooms', 'based hyperspectral approach', 'mycophilic fungi', 'detect infections', 'boletus edulis', 'allied specie', 'pca']"
"students enter the medical study with different types of motives. given the importance of academic motivation for good academic achievement of the students, the present study was designed to reveal the possible relationship between academic motivation and achievement in medical students.","['nepalese army institute', 'motivational profiles', 'medical students', 'health sciences']"
"we present the first tool of gene prediction, plasgun, for plasmid metagenomic short read data. the tool, developed based on deep learning algorithm of multiple input convolutional neural network, demonstrates much better performance when tested on a benchmark dataset of artificial short reads and presents more reliable results for real plasmid metagenomic data than traditional gene prediction tools designed primarily for chromosome-derived short reads.","['plasmid metagenomic short reads using deep learning', 'gene prediction', 'plasgun']"
"this study categorizes 4 practice change options, including commitment-to-change (ctc) statements using bloom's taxonomy to explore the relationship between a hierarchy of ctc statements and implementation of changes in practice. our hypothesis was that deeper learning would be positively associated with implementation of planned practice changes.","['change statements associated', 'cognitive complexity', 'clinical practice', 'change', 'taxonomy', 'commitment', 'bloom', 'application']"
"coronary computed tomography angiography (ccta) is a reliable and clinically proven method for the evaluation of coronary artery disease. ccta data sets can be used to derive fractional flow reserve (ffr) as ct-ffr. this method has respectable results when compared in previous trials to invasive ffr, with the aim of detecting lesion-specific ischemia. results from previous studies have shown many benefits, including improved therapeutic guidance to efficiently justify the management of patients with suspected coronary artery disease and enhanced outcomes and reduced health care costs. more recently, a technical approach to the calculation of ct-ffr using an artificial intelligence deep machine learning (ml) algorithm has been introduced. ml algorithms provide information in a more objective, reproducible, and rational manner and with improved diagnostic accuracy in comparison to ccta. this review gives an overview of the technical background, clinical validation, and implementation of ml applications in ct-ffr.","['computed tomography fractional flow reserve', 'deep neural networks applications', 'coronary flow assessment', 'machine learning', 'case']"
"to avoid test-driven learning, there have been discussions regarding the use of more formative assessments in health care education to promote students' deep learning. feedback is important in formative assessment, but many students ignore it; therefore, interventions should be introduced which stimulate them to reflect on the new knowledge. the aim for this study was to explore if virtual patient (vp)-based formative assessments, in connection with self-evaluations, had an impact on postgraduate pediatric nursing students' development of clinical reasoning abilities. students' self-evaluations served as the basis for measuring progress. data was analysed using deductive content analysis. the findings showed a clear progression of the clinical reasoning ability of the students. after the first assessment, the students described feelings of uncertainty and that their knowledge gaps were exposed. at the mid-course assessment the awareness of improved clinical reasoning was obvious and the students were more certain of knowing how to solve the vp cases. in the final assessment, self-efficacy was expressed. vp-based assessments, in connection with self-evaluations, early in the education resulted in a gain of students' own identification of the concept of clinical reasoning, awareness of what to focus on during clinical practice and visualised expected clinical competence.","['virtual patients', 'exploratory study', 'clinical reasoning', 'assessing progression']"
"in this paper, we present a deep learning approach to sketch-based shape retrieval that incorporates a few novel techniques to improve the quality of the retrieval results. first, to address the problem of scarcity of training sketch data, we present a sketch augmentation method that more closely mimics human sketches compared to simple image transformation. our method generates more sketches from the existing training data by (i) removing a stroke, (ii) adjusting a stroke, and (iii) rotating the sketch. as such, we generate a large number of sketch samples for training our neural network. second, we obtain the 2d renderings of each 3d model in the shape database by determining the view positions that best depict the 3d shape: i.e., avoiding self-occlusion, showing the most salient features, and following how a human would normally sketch the model. we use a convolutional neural network (cnn) to learn the best viewing positions of each 3d model and generates their 2d images for the next step. third, our method uses a cross-domain learning strategy based on two siamese cnns that pair up sketches and the 2d shape images.","['driven shape retrieval learning framework based', 'convolutional neural networks', 'sketch augmentation']"
to evaluate the performance of deep learning for robust and fully automated quantification of epicardial adipose tissue (eat) from multicenter cardiac ct data.,"['fully automated ct quantification', 'epicardial adipose tissue', 'multicenter study', 'deep learning']"
"collaborative learning, where students work together towards a shared understanding of a concept, is a well-established pedagogy, and one which has great potential for higher education (he). through discussion and challenging each other's ideas, learners gain a richer appreciation for a subject than with solitary study or didactic teaching methods. however, collaborative learning does require some scaffolding by the teacher in order to be successful. collaborative learning can be augmented by the use of web 2.0 collaborative technologies, such as wikis, blogs and social media. this article reviews some of the uses of collaborative learning strategies in microbiology teaching in he. despite the great potential of collaborative learning, evidence of its use in microbiology teaching is, to date, limited. but the potential for collaborative learning approaches to develop self-regulated, deep learners is considerable, and so collaborative learning should be considered strongly as a viable pedagogy for he.","['enhance microbiology teaching', 'e pluribus unum', 'higher education', 'collaborative learning', 'potential']"
"convolutional neural networks (cnns) are commonly used for segmentation of brain tumors. in this work, we assess the effect of cross-institutional training on the performance of cnns.","['institutional training', 'deep learning', 'brain tumors', 'testing', 'segmentation', 'impact', 'cross']"
"automatic sleep stage classification with cardiorespiratory signals has attracted increasing attention. in contrast to the traditional manual scoring based on polysomnography, these signals can be measured using advanced unobtrusive techniques that are currently available, promising the application for personal and continuous home sleep monitoring. this paper describes a methodology for classifying wake, rapid-eye-movement (rem) sleep, and non-rem (nrem) light and deep sleep on a 30 s epoch basis. a total of 142 features were extracted from electrocardiogram and thoracic respiratory effort measured with respiratory inductance plethysmography. to improve the quality of these features, subject-specific z-score normalization and spline smoothing were used to reduce between-subject and within-subject variability. a modified sequential forward selection feature selector procedure was applied, yielding 80 features while preventing the introduction of bias in the estimation of cross-validation performance. psg data from 48 healthy adults were used to validate our methods. using a linear discriminant classifier and a ten-fold cross-validation, we achieved a cohen's kappa coefficient of 0.49 and an accuracy of 69% in the classification of wake, rem, light, and deep sleep. these values increased to kappa = 0.56 and accuracy = 80% when the classification problem was reduced to three classes, wake, rem sleep, and nrem sleep.","['sleep stage classification', 'respiratory effort', 'ecg']"
"computer-aided image analysis of histopathology specimens could potentially provide support for early detection and improved characterization of diseases such as brain tumor, pancreatic neuroendocrine tumor (net), and breast cancer. automated nucleus segmentation is a prerequisite for various quantitative analyses including automatic morphological feature computation. however, it remains to be a challenging problem due to the complex nature of histopathology images. in this paper, we propose a learning-based framework for robust and automatic nucleus segmentation with shape preservation. given a nucleus image, it begins with a deep convolutional neural network (cnn) model to generate a probability map, on which an iterative region merging approach is performed for shape initializations. next, a novel segmentation algorithm is exploited to separate individual nuclei combining a robust selection-based sparse shape model and a local repulsive deformable model. one of the significant benefits of the proposed framework is that it is applicable to different staining histopathology images. due to the feature learning characteristic of the deep cnn and the high level shape prior modeling, the proposed method is general enough to perform well across multiple scenarios. we have tested the proposed algorithm on three large-scale pathology image datasets using a range of different tissue and stain preparations, and the comparative experiments with recent state of the arts demonstrate the superior performance of the proposed approach.","['robust nucleus segmentation', 'based framework', 'automatic learning']"
"lung cancer has a poor prognosis when not diagnosed early and unresectable lesions are present. the management of small lung nodules noted on computed tomography scan is controversial due to uncertain tumor characteristics. a conventional computer-aided diagnosis (cad) scheme requires several image processing and pattern recognition steps to accomplish a quantitative tumor differentiation result. in such an ad hoc image analysis pipeline, every step depends heavily on the performance of the previous step. accordingly, tuning of classification performance in a conventional cad scheme is very complicated and arduous. deep learning techniques, on the other hand, have the intrinsic advantage of an automatic exploitation feature and tuning of performance in a seamless fashion. in this study, we attempted to simplify the image analysis pipeline of conventional cad with deep learning techniques. specifically, we introduced models of a deep belief network and a convolutional neural network in the context of nodule classification in computed tomography images. two baseline methods with feature computing steps were implemented for comparison. the experimental results suggest that deep learning methods could achieve better discriminative results and hold promise in the cad application domain.","['computed tomography images via deep learning technique', 'lung nodules', 'aided classification', 'computer']"
